Title,Ingredients,Steps,Ingredients Cleaned
Mie ayam uenak,1/2 kg mie basah (rebus)--1/2 dada ayam--5 buah ceker ayam--🍎 Bumbu halus ayam kecap :--6 siung bawang putih n bawang merah--1 buah kemiri sangrai--1 ruas kunyit dan jahe--1 sdt merica--1 sdt ketumbar--1 batang serai--1 buah daun salam--2 buah daun jeruk--1 sdt garam dan gula--secukupnya Kecap manis--Royco--🍒 Bahan minyak mie nya :--2 siung bawang putih--secukupnya Kulit ayam--6 sdm minyak goreng--🍅 Kuah kaldu :--5 ceker ayam--Merica--Daun bawang--Garam--Royco--🍉 Pelengkap :--Sawi hijau rebus--Bawang goreng--Potongan daun bawang--Sambel cabe--Saos sambal--Kecap manis--,"1) Buat bahan ayam kecapnya dulu :
2) Potong dadu dada ayam. Haluskan bumbu ayam kecapnya.
3) Tumis bumbu halusnya dan kemudian masukan daun salam serai daun jeruk
4) Masukan ayam yg tlh dipotong dadu aduk2 bersama dg ceker yg uda di rebus.
5) Tambahkan sdki tAir, gula garam royco,kecap manis. Aduk2 jgn lp diicip ya. Masak smp airnya sdkit menyusut
6) Buat minyak bawangnya :
7) Siapkan teflon masukan kulit ayam smp agk kering kmudian masukan bawang putih gepreknya. Tambahkan minyak goreng. Saring
8) Buat kaldu ayam :
9) Rebus ceker dg air dan tambahkan royco, merica bubuk,garam dan daun bawang. Rebus smp mndidih
10) Penyajian :
11) Siapkan mangkuk tambahkan minyak bawangnya, sedikit merica dan garam. Campur dg mie nya. Lalu berikan topping ayamnya sawi daun bawang sambal dan baawang goreng serta siram dg kuah kaldunya","mie basah rebus , dada ayam , ceker ayam , bumbu halus ayam kecap , bawang putih n bawang merah , kemiri , kunyit jahe , merica , ketumbar , serai , daun salam , daun jeruk , garam gula , kecap manis , royco , minyak mie nya , bawang putih , kulit ayam , minyak goreng , kuah kaldu , ceker ayam , merica , daun bawang , garam , royco , pelengkap , sawi hijau rebus , bawang goreng , potongan daun bawang , sambel cabe , saos sambal , kecap manis"
Ayam suwir(versi non pedas/ untuk balita),500 gr dada ayam tanpa tulang--3 lembar daun jeruk--Secukupnya penyedap--Bumbu halus:--2 siung bawang putih--5 siung bawang merah--1 ruas kunyit(kira2 1cm)--1/2 sdt terasi bakar/ kukus--1/2 sdt garam--1/2 sdt gula--,"1) Rebus ayam sesudah matang dan empuk suwir kecil2 sisihkan.
2) Haluskan semua bumbu halus lalu tumis.
3) Tambahkan daun jeruk tumis sampai harum, lalu masukkan ayam aduk rata
4) Tambahkan penyedap aduk rata tes rasa dan angkat sesudah matang. Siap dinikmati","dada ayam tulang , daun jeruk , penyedap , bumbu halus , bawang putih , bawang merah , kunyit , terasi bakar kukus , garam , gula"
Sempol ayam sehat,500 gr daging ayam bagian dada--6 siung bawang putih haluskan--8 sdm tepung tapioka--1/2 sdt merica bubuk--1 sdm kaldu bubuk--1 sdt garam--1 sdt gula--1 batang daun bawang potong kecil--50 ml air es--2 butir telur ayam--Tusuk sate--,"1) Giling daging ayam bersama bawang putih halus,daun bawang,garam,gula,merica,dan kaldu bubuk dengan food processor sampai halus
2) Masukkan air dan 1 butir telur giling sebentar matikan
3) Masukkan adonan ke dalam wadah tambahkan tepung aduk sampai rata
4) Rebus air di dalam panci sampai mendidih
5) Lilit adonan sempol pada tusuk sate dengan menekan2 supaya pipih lakukan sampai habis
6) Masukkan ke dalam air yang direbus sampai mengapung,angkat dan dinginkan
7) Kocok lepas telur beri sedikit kaldu bubuk
8) Masukkan sempol pada kocokan telur lalu goreng dengan minyak banyak sampai matang kuning keemasan
9) Sajikan dengan saos sambal.
10) Resep saos pernah saya share di resep pangsit sebelumnya
11) Selamat mencoba","daging ayam dada , bawang putih haluskan , tepung tapioka , merica bubuk , kaldu bubuk , garam , gula , batang daun bawang potong , air es , telur ayam , tusuk sate"
Ayam Masak Bumbu Merah,1 kg daging ayam--1 1/2 sdm kecap manis--4 lbr daun jeruk--Secukupnya garam--Secukupnya gula pasir--Secukupnya gula merah--Secukupnya kaldu bubuk royc* ayam--Bumbu yang dihaluskan:--5 bh cabe merah--3 siung bawang putih--4 siung bawang merah--4 bh kemiri yang sudah di goreng--,"1) Tumis bumbu halus dan daun jeruk hingga matang dan harum, tambahkan sedikit air, dan masukan garam, gula pasir, gula merah, dan kaldu bubuk royc*, aduk rata. Setelah mendidih masukan ayam dan aduk rata, masak hingga ayam berubah warna lalu tambahkan lagi secukupnya air hingga ayam terendam air. Aduk rata, tutup dan masak dengan api sedang hingga airnya surut kuahnya agak mengental. Tambahkan kecap, aduk hingga bumbu merata dengan ayam, angkat dan sajikan...","daging ayam , kecap manis , daun jeruk , garam , gula pasir , gula merah , kaldu bubuk royc ayam , bumbu dihaluskan , cabe merah , bawang putih , bawang merah , kemiri"
Sweke Ayam Kampung,"700 gr ayam kampung--1 ltr air--150 gr tauco--2 sdm kecap manis--Bumbu:--3 siung bawang putih pilih ukuran besar--5 siung bawang merah--1 butir kemiri--3-4 cm jahe geprek--1 sdt merica, bila terlalu pedas bisa dikurangi mericanya--1 sdt gula pasir--secukupnya Garam--Bawang bombay iris (opsional)--Pelengkap:--Bawang goreng--Seledri cincang--Jeruk nipis--","1) Haluskan bumbu, kecuali bawang merah dibiarkan utuh.
2) Tumis bumbu sampai harum, termasuk bawang merah. Masukkan tauco. Tambahkan ayam masak sambil dibalik-balik hingga berubah warna.
3) Tuang air, kecap gula, dan garam masak hingga ayam lunak. Hati-hati saat menambahkan garam, karena tauco sudah ada rasa asinnya. Bila kuah dirasa terlalu kental bisa ditambahkan air.
4) Sajikan dengan irisan seledri, bawang goreng dan jeruk nipis. Bila ingin pedas bisa ditambahkan cabe rawit, dihaluskan langsung di mangkok sebelum disiram kuahnya.","ayam kampung , ltr air , tauco , kecap manis , bumbu , bawang putih pilih , bawang merah , kemiri , jahe , merica , pedas dikurangi mericanya , gula pasir , garam , bawang bombai , pelengkap , bawang goreng , seledri cincang , jeruk nipis"
Ayam rica pedas,5 biji ayam + leher--5 siung bawang merah--2 siung bawang putih--Cabe--1 butir kemiri--1 buah asam jawa--Ketumbar--Serai--Daun salam--,"1) Rebus ayam dengan bahan bumbu bawang putih dan ketumbar
2) Rebus cabai yg akan di haluskan
3) Haluskan bahan bawang merah, bawang putih, cabe yg sudah direbus, kemiri, ketumbar dan asam jawa
4) Tumis bumbu hingga harum dan masukkan salam dan serai
5) Tambahkan air secukupnya
6) Setelah mendidih, masukkan ayam yang telah direbus
7) Tunggu hingga matang dan air telah kering","biji ayam + leher , bawang merah , bawang putih , cabe , kemiri , asam jawa , ketumbar , serai , daun salam"
Ayam kecap rempah,1 kg ayam--1 buah jeruk nipis--1 bawang bombay besar--1 kayu manis--3 kapulaga--2 bunga lawang--1 sdm saos tiram--kecap--air--gula--garam--merica--penyedap (saya pakai totole)--bumbu halus:--6 siung bawang merah--4 siung bawang putih--1 ruas jempol jahe--1/4 ruas kunyit--,"1) Cuci bersih ayam lalu beri perasan jeruk dan garam, diamkan 15 menit lalu cuci
2) Goreng ayam sebentar, tidak usah sampai coklat atau kuning
3) Iris2 bawang bombai
4) Tumis bumbu halus dan masukan bawang bombay, kapulaga, bunga lawang, kayu manis.. tumis hingga harum
5) Tambahkan air, gula, garam, kecap, merica dan saos tiram.. lalu masukan ayam
6) Masak hingga matang dengan api kecil","ayam , jeruk nipis , bawang bombai , kayu manis , kapulaga , bunga lawang , saos tiram , kecap , air , gula , garam , merica , penyedap totole , bumbu halus , bawang merah , bawang putih , jempol jahe , kunyit"
Ayam richeese fire wings + saus keju,1/2 kg sayap ayam--1 bungkus tepung bumbu (aku pakai sasa)--Bahan saus pedas :--3 siung bawang putih geprek--4 sdm saus sambal--2 sdm saus tomat--4 sdm saus barbeque (aku gak pake)--1 sdt minyak wijen (optional)--1 sdm saus tiram--1 sdm madu (bisa skip ganti gula)--1/2 sdt garam atau sesuai selera--1 sdm bon cabe (aku level 30 bisa dikurangi atau ditambah)--Bahan saus keju :--100 ml susu uht (aq pakai susu bubuk dicairkan air)--secukupnya Keju cheddar parut--1 sachet bubuk keju indofood yg biasa buat taburan kentang goreng--1 sdt tepung maizena dilarutkan sdikit air--1 sdm margarine--,"1) Cuci bersih ayam, potong jadi 2, balut dengan tepung bumbu sesuai petunjuk penggunaan
2) Goreng ayam hingga crispy kecoklatan
3) Buat saus pedas, tumis bawang putih dg margarine hingga harum, masukkan saus sambal, saus tomat, saus tiram, garam dan madu, tambahkan boncabe sesuai selera pedasnya, masak hingga kental, koreksi rasa
4) Masukkan ayam ke saus, aduk rata
5) Buat saus keju, maaf ya lupa fotonya, masak margarine lalu susu cair dengan api kecil, masukkan keju parut, aduk hingga larut, tambahkan bubuk keju indofood supaya warnanya cerah, masukkan cairan maizena aduk hingga kental meletup2,
6) Sajikan ayam dengan saus kejunya, (aku tambahin wijen buat garnish) selamat makaaann","sayap ayam , tepung bumbu sasa , saus pedas , bawang putih geprek , saus sambal , saus tomat , saus barbeque pake , minyak wijen , saus tiram , madu ganti gula , garam , bon cabe level dikurangi ditambah , saus keju , susu uht aq susu bubuk dicairkan air , keju cheddar parut , bubuk keju indofood taburan kentang goreng , tepung maizena dilarutkan sdikit air , margarine"
Tengkleng Ayam Khas Solo,"1 kg tulangan ayam rebus yg ada sedikit dagingnya+ sayap ayam--5 buah cabe rawit (boleh lebih ya, saya tinggal dikit)--2 lembar daun salam--2 lembar daun jeruk--3 cm jahe, geprek--2 batang serei, geprek--1,5 liter air--2 sdm gula merah (saya ganti pake kecap)--Secukupnya garam, kaldu bubuk--Bumbu halus :--8 siung bawang merah--6 siung bawang putih--1 sdt ketumbar--1/2 sdt jinten--1 ruas kunyit--4 butir kemiri--5 buah cabe merah (boleh ksh rawit kalo pgn pedes bgt)--Secukupnya minyak untuk menumis--","1) Tumis bumbu halus dan semua rempah sampai wangi, beri air. Lalu masuk tulang ayam, garam, gula/kecap, kaldu bubuk. Setelah mendidih, kecilkan apinya. Masak terus dgn api kecil sampai keluar minyak2 merahnya. Koreksi rasanya, matikan api. Siap disajikan.","tulangan ayam rebus dagingnya+ sayap ayam , cabe rawit , tinggal dikit , daun salam , daun jeruk , jahe , geprek , batang serei , geprek , air , gula merah ganti pake kecap , garam , kaldu bubuk , bumbu halus , bawang merah , bawang putih , ketumbar , jinten , kunyit , kemiri , cabe merah ksh rawit kalo pgn pedes bgt , minyak menumis"
Ayam saos padang,"1 ekor ayam--1/2 sdt garam--1/2 sdt lada bubuk--1 jeruk nipis--Bahan halus--8 siung bawang merah--6 siung bawang putih--4 buah cabe merah besar--Bahan saos--6 sdm saos sambal--4 sdm saos tomat--2 sdm saos tiram--secukupnya Air--2 sdt tepung maizena--secukupnya Gula garam lada--Bahan pelengkap--1 bh bawang bombay, iris--1 batang daun bawang, iris tipis--3 bh cabe hijau besar, iris serong--","1) Lumuri ayam dengan garam, lada, dan jeruk nipis, sisihkan 30mnt
2) Tumis bahan halus hingga matang, masukkan bahan saos hingga meletup""
3) Masukkan ayam, biarkan hingga bumbu meresap
4) Tambahkan bahan pelengkap hingga setengah layu
5) Sajikan","ayam , garam , lada , jeruk nipis , halus , bawang merah , bawang putih , cabe merah , saos , saos sambal , saos tomat , saos tiram , air , tepung maizena , gula garam lada , pelengkap , bawang bombai , batang daun bawang , tipis , cabe hijau , serong"
Ayam goreng tepung #ketopad,5 pcs ayam bagian paha atas--1 sdm ACV--1 sdm garam--Bahan kering :--100 gr tepung keto--1 sdt bubuk Kaldu (saya pakai royco Ayam)--1 sdt merica bubuk--Bahan basah :--3 btr putih telur kocok lepas--,"1) Cuci bersih Ayam lalu beri ACV dan garam biar kan selama 15 menit, kemudian bilas dengan air bersih dan an tiriskan.
2) Campur bahan kering aduk rata
3) Rendam ayam dalam putih telur lalu balur dengan tepung sambil ditepuk tepuk sampai seluruh bagian tertutup.
4) Siapkan minyak goreng dalam panci supaya ayam terendam dalam minyak panas lalu goreng dengan api kecil hingga berwarna kecoklatan
5) Tiriskan Minyak lalu tuang saos diatas permukaan ayam goreng.
6) Sajikan selagi hangat","ayam paha atas , acv , garam , kering , tepung keto , bubuk kaldu royco ayam , merica bubuk , basah , putih telur kocok lepas"
Ayam sambal balado,1 kg ayam--15 buah Cabe merah--5 buah Bawang merah--3 buah Bawang putih--Buah keras/ kemiri 3 biji--1 sdm Kunyit bubuk--Garam--Micin--Gula--Minyak goreng--,"1) Haluskan bawang putih 1 buah dan kemiri 3 bji
2) Campurkan garam dan micin secukupnya
3) Tuang bumbu halus tdi kedalam ayam dan tambahkan kunyit bubuk.
4) Aduk hingga rata dan diamkan agar bumbu meresap
5) Setelah meresap. Goreng hingga matang.
6) Setelah itu kita buat bumbu balado. Caranya ialah :
7) Tumbuk kasar cabe merah,bawang merah dan bawang putih. Taruh garam micin dan gula 1sdt.
8) Tuang minyak goreng lalu masukkan bumbu balado dan tumis hingga harum
9) Tmbahkan garam,gula, dan micin serasa rasanya
10) Jika rasa sudah cukup lalu masukkan ayam yang telah digoreng tadi.
11) Aduk ayam agar menyatu dengan sambal dengan api kecil yang masih menyala.
12) Setelah keluar minyak. Matikan kompor.
13) Hidangan siap untuk disajikan
14) Maafkan jika ada kata yang sulit karena saya masih terlalu muda dan belum ahli","ayam , cabe merah , bawang merah , bawang putih , keras kemiri biji , kunyit , garam , micin , gula , minyak goreng"
Ayam panggang simple,1 kg ayam--15 cabe rawit--8 cabe kriting--2 tomat--4 bawang putih--8 bawang merah--1 sachet saori--secukupnya Gula merah--secukupnya Gula pasir--secukupnya Royco--,"1) Cuci bersih ayam kemudian goreng sampai setengah kering
2) Halus kan cabe rawit, cabe kriting, tomat, bawang putih dan bawang merah
3) Panaskan minyak untuk menumis
4) Masukan bumbu yg sudah di haluskan
5) Tunggu sampai harum kemudian masukan saori dan gula merah
6) Tambahkan garam, gula pasir dan royco
7) Masukan ayam dan tambahkan air sedikit kemudian kecilkan api
8) Tunggu sampai bumbu meresap, setelah bumbu meresap matikan api
9) Siapkan teflon dan minyak untuk memanggang
10) Kemudian panggang ayam sampai kecoklatan sesuai selera
11) Ayam siap di sajikan","ayam , cabe rawit , cabe kriting , tomat , bawang putih , bawang merah , saori , gula merah , gula pasir , royco"
Semur ati ampela ayam,8 pasang  Ati ampela ayam (direbus dulu 15 menit)--250 ml Air--10 siung Bawang merah--8 siung Bawang putih--Sereh--Daun salam--Merica bubuk--Penyedap (bila suka)--secukupnya Garam--Kecap--1 bungkus Masako--,"1) Tumis bumbu yang sudah di haluskan (bawang merah, bawang putih, merica bubuk, gula, garam, masako)
2) Tunggu sampai harum dan mendidih
3) Masukkan air 250ml, lalu masukkan sereh dan daun salam
4) Masukkan kecap secukupnya sampai warna coklat
5) Masukkan ati ampela ayam dan tunggu 15 menit","pasang ati ampela ayam direbus menit , air , bawang merah , bawang putih , serai , daun salam , merica bubuk , penyedap suka , garam , kecap , masako"
Chicken Cordon Bleu,"250 gram dada ayam utuh, belah 2 sm tebal--1 lembar smoked beef, potong 2--Secukupnya keju mozarella untuk filling--Secukupnya garam dan merica bubuk--Secukupnya tepung panir--1 buah telur kocok lepas, sy pakai putih telur sj--Secukupnya terigu untuk pelapis--Bahan pelengkap:--Kentang goreng--Mayones/saus keju/lainnya, sy saus keju--Saus sambal--","1) Belah ayam tidak putus (butterfly).
2) Lebarkan ayam. Beri garam dan merica.
3) Tata smoked beef dan mozarella lalu tutup lipatan ayam.
4) Lumuri ayam ke terigu.
5) Lalu lumuri ke kocokan telur.
6) Gulingkan di tepung panir sambil di tekan2 agar tepung panir menempel.
7) Goreng dalam minyak yg sudah panas tapi dengan api kecil. Agar ayam matang merata dan tepung panirnya tidak mudah gosong.
8) Jika ukuran ayamnya besar, sebaiknya setelah di goreng, di tiriskan lalu di masukan oven. Saya suhu 150-160'C sekitar 20 menit. Kalo yg seperti saya ini tidak usah maauk oven lagi.
9) Bisa di sajikan utuh atau di potong2. Sesuai selera aja.
10) Sajikan dengan kentang goreng. Saya pakai saus keju.
11) Enjoy","dada ayam utuh , belah sm tebal , smoked beef , potong , keju mozarella filling , garam merica bubuk , tepung panir , telur kocok lepas , putih telur sj , terigu , pelengkap , kentang goreng , mayones saus keju , saus keju , saus sambal"
Ayam bumbu rempah,300 gram ayam tanpa tulang dipotong kecil--8 buah belimbing sayur dipotong memanjang--100 gram buncis diiris tipis--50 gram cabe rawit--10 gram lengkuas--10 gram jahe--1 batang serai--2 lembar daun salam--10 gram kunyit--10 gram bawang merah--20 gram bawang putih--1/4 sdt lada halus--1/2 sdt garam--1 sdt kaldu bubuk (saya pake masako)--750 ml air--,"1) 1.siapkan bumbu 2.cincang bawang merah & bawang putih.iris kunyit & belimbing sayur 3.iris buncis 4.tumis bawang merah,bawang putih,kunyit 5.masukkan buncis,aduk rata 6.masukkan bahan lainnya 7.masukkan air & biarkan mendidih,masukkan ayam,masak sampai ayam matang dan air berkurang
2) Ayam bumbu rempah diap disajikan","ayam tulang dipotong , belimbing sayur dipotong memanjang , buncis diiris tipis , cabe rawit , lengkuas , jahe , serai , daun salam , kunyit , bawang merah , bawang putih , lada , garam , kaldu bubuk pake masako , air"
Ayam Kentucky Sederhana Kresssnya Tahan Lamaaa,500 g ayam segar--500 g tepung trigu apa aja--1 sdm mujung meizena--1 sdt baking powder--4 siung bawang putih--1/2 sdt ketumbar--1 sdm garam--1 saset penyedap rasa--secukupnya air--,"1) Bersihkan ayam lalu campurkan bawang, ketumbar, garam yang sudah dihaluskan diamkan selama 30-60menit
2) Campurkan tepung terigu, baking powder, meizena, penyedap rasa, garam, mrica
3) Lalu ambil sedikit tepung trigu original beri air untuk adonan cair
4) Tiriskan ayam yang sudah dimarined ± 1jam lalu masukkan kedalam tepung kering lalu ketepung cair 2 atau 3 kali diulang sesuai selera (kalo bisa tepung keringnya taruh di toples trus kocok2 agar kriting kriting manjah hehe)
5) Panaskan minyak goreng hingga benar benar panas, lalu masukkan dan tunggu hingga kuning keemasan
6) NB : pakailah minyak yang banyak, agar permukaan ayamnya terrendam keseluruhan dan matang dengan sempurnya (kalo bahasa jermanya kaclap :V hehe)","ayam segar , tepung trigu , mujung meizena , baking powder , bawang putih , ketumbar , garam , saset penyedap , air"
Ayam rica -rica,1/2 ekor ayam--4 lembar daun jeruk (dirobek2)--1 batang sereh--jeruk nipis--1 gelas air--bumbu halus--7 siung bawang merah--4 siung bawang putih--1/4 kg cabe keriting merah--15 buah cabe rawit merah /sesuai selera--bubuk kunyit--secukupnya garam--secukupnya gula--secukupnya penyedap jamur/ penyedap rasa ayam--,"1) Cuci bersih ayam. lumuri ayam dengan jeruk nipis dan garam. diamkan selama +- 5 menit
2) Belender semua bahan pada daftar bumbu halus
3) Cuci kembali ayam yg sudah dilumuri garam dan jeruk.
4) Tumis bumbu halus, setelah wangi masukan ayam sampai keluar airnya..
5) Masukan air, daun jeruk dan sereh. tunggu sampai air asat sambil sesekali diaduk
6) Ayam rica siap dihidangkan","ayam , daun jeruk dirobek , serai , jeruk nipis , air , bumbu halus , bawang merah , bawang putih , cabe keriting merah , cabe rawit merah , bubuk kunyit , garam , gula , penyedap jamur penyedap ayam"
Ayam kemangi bumbu kuning,"700 gr ayam bersihkan, dipotong-potong sesuai selera--1 btg sereh geprek ikat--3 lembar daun jeruk--2 lembar daun salam--1 bks royco rasa ayam--Secukupnya minyak goreng--1 ikat kemangi--Bumbu halus :--10 bj bawang merah--6 bj bawang putih--3 cm lengkuas--3 cm kunyit--","1) Cuci bersih ayam, potong sesuai selera. Sisihkan
2) Blender/ulek bumbu halus: bawang merah, bawang putih, lengkuas, kunyit. Sisihkan | Kemudian siapkan kemangi, ambil daunnya saja cuci bersih. Sisihkan.
3) Panaskan sedikit minyak, tumis bumbu halus sampai harum, masukkan daun jeruk, daun salam, sereh, aduk2 sampai bumbu mengeluarkan minyak. Kemudian masukkan ayam, tambahkan sedikit air. Diamkan 5-10menit, tambahkan royco rasa ayam, aduk2 kembali diamkan 5menit. Setelah ayam mulai masak dan berubah warna kekuningan tambahkan garam, gula sesuai selera, koreksi rasa, terakhir masukkan kemangi. Setelah kemangi layu, angkat dan sajikan.","ayam bersihkan , dipotong potong , serai , daun jeruk , daun salam , royco ayam , minyak goreng , kemangi , bumbu halus , bj bawang merah , bj bawang putih , lengkuas , kunyit"
